일자,시가,고가,저가,종가,거래량
20031229,8800,8850,8760,8800,18443800
20031226,8780,8840,8780,8830,21956800
20031224,8900,8930,8710,8780,29337450
20031223,8880,8930,8840,8840,22603350
20031222,8820,8960,8820,8840,22262650
20031219,8910,9040,8870,8970,23531650
20031218,8850,8880,8750,8850,39130600
20031217,9100,9130,8840,8850,38823000
20031216,9020,9160,8980,9080,24529500
20031215,9200,9290,9150,9220,22077200
20031212,9200,9250,9060,9100,21497600
20031211,9060,9230,9050,9050,50760400
20031210,8750,9060,8720,9060,52098550
20031209,8980,9080,8880,8900,19603300
20031208,9030,9060,8820,9000,28849100
20031205,9210,9210,8990,9030,28375450
20031204,9360,9400,9220,9220,21548850
20031203,9400,9510,9330,9420,17057800
20031202,9390,9410,9330,9370,19416350
20031201,9300,9400,9210,9320,17665900
20031128,9130,9340,9130,9300,18225000
20031127,9100,9140,9010,9110,13297850
20031126,9050,9130,8980,9100,18867000
20031125,9020,9070,8920,9030,23764450
20031124,9090,9130,8840,8870,21840150
20031121,8950,9170,8920,9120,32800850
20031120,9060,9130,8950,8980,32567550
20031119,9120,9210,9050,9130,37555400
20031118,9160,9350,9160,9330,14073350
20031117,9300,9310,9080,9220,25246250
20031114,9480,9570,9380,9380,19073950
20031113,9560,9570,9410,9540,26885350
20031112,9200,9400,9150,9400,15267850
20031111,9120,9230,9060,9220,25247250
20031110,9420,9490,9190,9320,26362200
20031107,9400,9540,9360,9540,18956950
20031106,9600,9610,9280,9300,32327950
20031105,9480,9610,9440,9600,29742700
20031104,9600,9690,9480,9580,40793700
20031103,9400,9500,9330,9490,18042300
20031031,9500,9510,9270,9400,24582950
20031030,9400,9440,9320,9420,20889700
20031029,9420,9480,9330,9340,34574900
20031028,8970,9290,8900,9240,32099100
20031027,8750,8960,8710,8960,23241500
20031024,8950,8990,8690,8740,30241000
20031023,9180,9240,8900,8950,35463650
20031022,9300,9420,9150,9400,29482500
20031021,9240,9370,9140,9240,34393950
20031020,8970,9200,8970,9160,28194600
20031017,9180,9320,8990,9040,36772800
20031016,9000,9190,8920,9190,37051800
20031015,9120,9150,8940,9020,26062800
20031014,8990,9120,8980,9060,34377600
20031013,8780,8950,8720,8900,27461250
20031010,8620,8960,8560,8900,41436500
20031009,8480,8620,8450,8570,40509500
20031008,8600,8600,8420,8480,32553400
20031007,8540,8570,8430,8520,25117650
20031006,8350,8510,8330,8420,44428000
20031002,8230,8230,8100,8170,41261000
20031001,7760,8030,7740,8000,39632800
20030930,7820,8000,7820,7840,42093400
20030929,7750,7810,7560,7730,37811750
20030926,7920,8010,7760,7760,37202100
20030925,7820,8030,7780,8020,44667800
20030924,8080,8150,7980,8100,48340300
20030923,8000,8050,7780,7950,58805400
20030922,8450,8480,7990,8060,42942800
20030919,8990,9000,8530,8600,34341150
20030918,9020,9030,8810,8880,23057350
20030917,9000,9070,8930,8990,28227650
20030916,8700,8900,8680,8890,22946750
20030915,9100,9140,8740,8750,34763450
20030909,9160,9400,9140,9240,44906550
20030908,8870,9030,8820,9030,18265200
20030905,8840,8930,8800,8860,17780200
20030904,8640,8770,8620,8720,14320000
20030903,8640,8710,8580,8650,21499900
20030902,8800,8820,8590,8610,16242250
20030901,8740,8810,8650,8740,16425000
20030829,8820,8840,8580,8700,26593550
20030828,9000,9000,8730,8760,28339950
20030827,8940,8950,8840,8860,20547450
20030826,8780,8940,8730,8910,21630000
20030825,8880,8950,8820,8860,16227850
20030822,8860,8980,8830,8920,25249950
20030821,8680,8840,8680,8830,23298500
20030820,8620,8790,8560,8700,24631500
20030819,8650,8700,8600,8600,23793500
20030818,8550,8580,8350,8380,19928850
20030814,8370,8500,8270,8500,23606500
20030813,8120,8260,8080,8250,13696500
20030812,8200,8200,7950,8000,19387000
20030811,7940,8160,7930,8160,17040850
20030808,8200,8240,8090,8120,11095400
20030807,8240,8250,8090,8200,15434500
20030806,8400,8420,8220,8260,24603800
20030805,8450,8590,8450,8560,15426500
20030804,8400,8520,8400,8430,10192500
20030801,8360,8540,8360,8520,25029500
20030731,8400,8490,8270,8320,20619850
20030730,8400,8470,8400,8430,16159800
20030729,8400,8480,8360,8470,21672800
20030728,8300,8390,8250,8360,20208600
20030725,8080,8160,7980,8160,15046700
20030724,8010,8180,7980,8130,25685200
20030723,8300,8340,8040,8070,24025800
20030722,8100,8240,8090,8240,21291100
20030721,8040,8210,8040,8140,23486700
20030718,7950,8160,7950,8080,45980350
20030716,8300,8410,8180,8360,41138500
20030715,8220,8230,8080,8160,35207650
20030714,7900,8210,7890,8190,46711350
20030711,7760,7880,7700,7880,22464100
20030710,7880,7960,7840,7840,25603500
20030709,7980,7990,7890,7930,18869500
20030708,7990,8000,7910,7970,62083400
20030707,7740,7750,7670,7720,14801850
20030704,7630,7710,7580,7680,12434500
20030703,7640,7820,7580,7640,58735000
20030702,7390,7420,7310,7420,25992200
20030701,7100,7250,7040,7240,13003500
20030630,7160,7210,7070,7100,15608300
20030627,7340,7410,7220,7220,22724700
20030626,7050,7350,7050,7290,17267250
20030625,7050,7210,7020,7190,17224050
20030624,7000,7050,6980,7030,22886250
20030623,7280,7300,7120,7140,20368500
20030620,7300,7400,7280,7280,23335000
20030619,7200,7500,7140,7400,48023900
20030618,7030,7180,7030,7080,19243500
20030617,7060,7150,6990,7140,42070000
20030616,6900,6960,6820,6820,19060050
20030613,7080,7120,6970,7010,29706300
20030612,7000,7040,6950,7000,45284500
20030611,6960,7050,6880,6900,27522950
20030610,6800,6940,6780,6880,20680600
20030609,6730,6890,6690,6880,38746000
20030605,6660,6730,6620,6670,27351250
20030604,6520,6580,6430,6580,20431900
20030603,6550,6600,6470,6470,26777750
20030602,6580,6700,6580,6680,33215000
20030530,6490,6510,6400,6480,23090500
20030529,6420,6540,6360,6490,34131950
20030528,6480,6510,6370,6420,34538400
20030527,6300,6360,6230,6280,12843900
20030526,6240,6370,6170,6340,21222400
20030523,6080,6250,6070,6240,21445800
20030522,6030,6170,5970,6000,24475750
20030521,6090,6170,6050,6080,20427500
20030520,5920,6140,5910,6130,23503150
20030519,6050,6090,5980,6020,31092850
20030516,6260,6310,6140,6140,31405800
20030515,6240,6340,6150,6300,28510150
20030514,6260,6300,6170,6190,24466950
20030513,6540,6540,6290,6320,29279500
20030512,6500,6590,6460,6540,36610050
20030509,6320,6370,6260,6340,22873250
20030507,6340,6400,6200,6390,49163600
20030506,6210,6320,6210,6260,35631550
20030502,6100,6200,6010,6140,41121600
20030430,6040,6130,5990,6100,32041250
20030429,5870,6030,5820,6010,31239100
20030428,5690,5840,5660,5700,27241650
20030425,5800,5840,5700,5750,35550850
20030424,5980,6040,5840,5900,23609250
20030423,6050,6110,5980,6000,23693700
20030422,6100,6140,5950,5970,35634700
20030421,6240,6340,6170,6180,20486800
20030418,6210,6300,6060,6300,40788400
20030417,6140,6210,6040,6040,34279200
20030416,6100,6250,6070,6210,55041900
20030415,5860,5930,5810,5920,35264050
20030414,5670,5880,5670,5710,35121500
20030411,5700,5880,5690,5700,39667100
20030410,5730,5820,5670,5760,54071750
20030409,5840,5880,5720,5730,42085500
20030408,5840,6030,5820,5980,40426750
20030407,5760,6010,5710,5980,49788050
20030404,5520,5710,5440,5670,53764500
20030403,5720,5750,5580,5580,59239550
20030402,5700,5740,5550,5580,60346400
20030401,5560,5680,5480,5680,49734200
20030331,5960,6000,5680,5680,46442550
20030328,5980,6140,5930,6140,33223500
20030327,5980,6050,5930,5970,24134100
20030326,6160,6210,6060,6080,45019650
20030325,6140,6140,6060,6120,44214750
20030324,6340,6340,6220,6250,41541100
20030321,6230,6330,6170,6300,31058600
20030320,6000,6230,5960,6230,59501900
20030319,5920,6020,5880,5920,29359800
20030318,5990,6030,5870,5980,42137950
20030317,5930,5940,5640,5760,38500550
20030314,5980,6060,5860,5930,38297350
20030313,5810,5830,5650,5800,53846000
20030312,5750,5830,5730,5800,50403500
20030311,5690,5800,5600,5750,51571050
20030310,5690,5780,5640,5730,29214850
20030307,5460,5700,5400,5620,39689250
20030306,5580,5580,5430,5520,19112150
20030305,5560,5590,5460,5520,33168000
20030304,5750,5780,5650,5700,25405100
20030303,5590,5900,5590,5900,25523300
20030228,5670,5740,5580,5590,20491900
20030227,5600,5710,5520,5670,37952950
20030226,5790,5840,5650,5680,32980550
20030225,6000,6040,5790,5790,47466350
20030224,6060,6280,6060,6190,33000450
20030221,6100,6100,5990,6040,21494650
20030220,5880,6060,5880,6050,33433700
20030219,6000,6160,5940,5940,49545400
20030218,5820,5870,5720,5860,25316750
20030217,5640,5840,5600,5810,43156100
20030214,5400,5460,5320,5460,31733300
20030213,5580,5610,5430,5430,39065000
20030212,5320,5600,5320,5600,38102800
20030211,5400,5510,5190,5430,52054700
20030210,5420,5460,5350,5390,39392400
20030207,5600,5640,5400,5480,48697050
20030206,5810,5840,5630,5660,38464350
20030205,5780,5910,5780,5820,21432850
20030204,5860,5960,5840,5880,40440000
20030203,5780,5890,5720,5860,28671850
20030130,5860,5910,5790,5830,35069350
20030129,6070,6130,5800,5830,46524450
20030128,5980,6140,5980,6140,26434350
20030127,6020,6100,5970,5980,46466400
20030124,6320,6340,6130,6260,33446500
20030123,6230,6370,6150,6320,36702450
20030122,6290,6370,6180,6230,32671400
20030121,6360,6400,6290,6380,26562500
20030120,6240,6420,6240,6400,18611600
20030117,6550,6570,6410,6410,24408300
20030116,6400,6600,6320,6600,40381500
20030115,6600,6670,6440,6480,32736650
20030114,6600,6650,6500,6570,26323800
20030113,6400,6690,6370,6690,31446600
20030110,6600,6650,6340,6480,62644000
20030109,6620,6660,6420,6460,75291450
20030108,6920,6930,6770,6800,25211600
20030107,7180,7180,6840,6850,28897200
20030106,6940,7030,6880,6990,24971850
20030103,6700,7000,6640,6880,55533750
20030102,6380,6460,6300,6430,25583000
20021230,6610,6700,6260,6280,49908300
20021227,6700,6870,6680,6720,23135700
20021226,6850,6880,6740,6790,26024950
20021224,6900,6980,6830,6850,24370150
20021223,7160,7180,6940,6960,25676150
20021220,7120,7200,7010,7160,30963400
20021218,6940,7200,6900,7150,31879300
20021217,7100,7140,7040,7070,45230250
20021216,7060,7120,6960,6970,50651050
20021213,7300,7330,7180,7240,31632550
20021212,7310,7360,7310,7360,57605600
20021211,7340,7350,7210,7320,34720500
20021210,7280,7320,7240,7290,31783350
20021209,7460,7480,7300,7450,39300600
20021206,7400,7480,7330,7440,27791550
20021205,7380,7500,7270,7470,46553450
20021204,7720,7750,7470,7470,42436150
20021203,7760,7900,7700,7860,37663400
20021202,7740,7740,7620,7740,13032400
20021129,7710,7760,7650,7740,28089850
20021128,7740,7850,7660,7700,38736050
20021127,7440,7600,7440,7600,23900200
20021126,7590,7640,7490,7570,39226150
20021125,7500,7600,7460,7570,31984000
20021122,7560,7600,7460,7460,48553350
20021121,7420,7470,7360,7380,55061500
20021120,7060,7210,6990,7200,40271600
20021119,6920,7050,6920,7050,20828450
20021118,7160,7170,6990,7020,28462550
20021115,7020,7160,6990,7160,41990250
20021114,6900,6980,6780,6800,31639950
20021113,6990,7020,6890,6980,38149000
20021112,6790,6950,6770,6930,33101300
20021111,7120,7120,6900,6980,27857350
20021108,7120,7190,7040,7190,36003950
20021107,7310,7380,7180,7330,41547500
20021106,7360,7370,7230,7310,32751750
20021105,7390,7400,7140,7230,46110600
20021104,7080,7370,7030,7350,68795500
20021101,6860,6920,6770,6820,27227800
20021031,6900,6960,6750,6900,41282950
20021030,6940,6980,6640,6760,63299200
20021029,7190,7260,7060,7060,45246950
20021028,6960,7260,6950,7220,57721050
20021025,6610,6840,6610,6800,45287150
20021024,6650,6760,6640,6680,50298350
20021023,6410,6560,6270,6560,46751900
20021022,6630,6640,6260,6390,40337050
20021021,6500,6630,6420,6480,32514500
20021018,6400,6610,6320,6530,90722300
20021017,6060,6220,5930,6150,58126650
20021016,6100,6140,5950,6100,52577800
20021015,5860,6050,5750,6000,45912250
20021014,5700,5810,5660,5760,48321000
20021011,5670,5670,5310,5470,67422000
20021010,5810,5870,5450,5470,72534550
20021009,6040,6040,5920,5950,27812500
20021008,5890,6000,5890,6000,29610900
20021007,6060,6080,5920,5920,22181450
20021004,5840,6150,5840,6120,34511550
20021002,6140,6160,5960,5990,36474900
20021001,5820,5990,5820,5950,34583750
20020930,5990,6000,5880,5970,40784400
20020927,6160,6320,6140,6190,30849750
20020926,6320,6370,6180,6280,42535200
20020925,6260,6340,6080,6140,42295600
20020924,6260,6380,6220,6380,44650400
20020923,6560,6600,6370,6430,44801800
20020919,6700,6790,6670,6700,21496350
20020918,6640,6700,6600,6660,28483100
20020917,6680,6840,6610,6840,33658700
20020916,6680,6680,6540,6550,19385100
20020913,6730,6740,6630,6630,23923300
20020912,6770,6860,6710,6860,32889350
20020911,6670,6790,6620,6730,26614050
20020910,6490,6600,6480,6600,17324450
20020909,6530,6570,6430,6470,22017650
20020906,6370,6490,6360,6440,27974750
20020905,6560,6570,6420,6420,17771200
20020904,6520,6560,6430,6480,33644400
20020903,6820,6840,6650,6670,22948500
20020902,6590,6800,6570,6800,28810550
20020830,6520,6640,6480,6620,31530900
20020829,6720,6720,6480,6560,28696750
20020828,6500,6660,6500,6560,29833200
20020827,6810,6830,6660,6660,33836500
20020826,6840,6840,6770,6810,31811050
20020823,6950,7000,6870,6900,38763550
20020822,7040,7060,6930,6950,39611700
20020821,6920,7000,6850,7000,40048450
20020820,6800,6940,6770,6920,42487850
20020819,6640,6700,6570,6660,23175100
20020816,6600,6660,6500,6510,31752600
20020814,6440,6460,6360,6440,35981200
20020813,6340,6490,6340,6490,19636700
20020812,6380,6420,6260,6340,38833450
20020809,6390,6450,6350,6380,31178450
20020808,6400,6400,6220,6270,47338000
20020807,6170,6280,6130,6240,35241750
20020806,6100,6100,5970,6000,61466000
20020805,6310,6340,6160,6180,32541000
20020802,6350,6440,6240,6390,51864950
20020801,6670,6670,6420,6490,26136350
20020731,6650,6740,6620,6650,27484400
20020730,6700,6780,6660,6660,31173700
20020729,6480,6550,6380,6500,28929500
20020726,6590,6660,6340,6400,63867750
20020725,7000,7020,6780,6780,47515950
20020724,6660,6740,6590,6700,33852950
20020723,6520,6900,6430,6900,41356950
20020722,6570,6690,6540,6600,39483750
20020719,7000,7010,6760,6830,43194100
20020718,7070,7210,7050,7140,40105300
20020716,7200,7230,7020,7080,42636250
20020715,6960,7220,6960,7060,36756850
20020712,6880,7090,6820,7040,40004850
20020711,6740,6780,6630,6630,37983800
20020710,7100,7170,6890,6940,35657950
20020709,7200,7300,7110,7240,33073600
20020708,7400,7410,7100,7180,54389950
20020705,7000,7210,6980,7160,45017650
20020704,6850,7000,6850,7000,37024500
20020703,6630,6830,6530,6760,40587350
20020702,6440,6800,6360,6750,40604550
20020628,6500,6690,6440,6580,45560950
20020627,6380,6430,6220,6260,44759450
20020626,6600,6610,6180,6180,64211100
20020625,6900,6940,6760,6770,30159000
20020624,6630,6820,6630,6780,27919150
20020621,6700,6910,6610,6800,48657000
20020620,6800,6880,6670,6820,42950800
20020619,7260,7320,6870,6970,63069850
20020618,7400,7500,7230,7260,41961950
20020617,7220,7290,7160,7180,28256650
20020614,7070,7320,7060,7190,37847750
20020612,6930,7040,6920,7040,42907050
20020611,7000,7020,6880,7000,22008100
20020610,6980,7050,6960,7000,28002800
20020607,6910,6990,6880,6900,39464050
20020605,7160,7250,7090,7110,25417250
20020604,6820,7080,6810,7040,28406500
20020603,6720,7080,6720,7020,34901250
20020531,7080,7130,6840,6840,44737300
20020530,7130,7210,7040,7100,31371100
20020529,7300,7300,7080,7240,39032050
20020528,7250,7400,7210,7390,23479650
20020527,7200,7390,7190,7230,19352800
20020524,7360,7420,7300,7320,34402800
20020523,7340,7380,7190,7200,37018550
20020522,7100,7400,7030,7400,37964950
20020521,7290,7360,7100,7120,40335700
20020520,7600,7610,7400,7400,30246700
20020517,7500,7670,7470,7650,40355000
20020516,7520,7530,7390,7400,30646950
20020515,7360,7620,7340,7520,70613700
20020514,6940,7170,6900,7160,59732900
20020513,6560,6770,6410,6710,67571350
20020510,7010,7100,6640,6680,100019150
20020509,7540,7560,7240,7240,74721450
20020508,7160,7380,7130,7250,53325950
20020507,6810,7040,6700,7040,72026450
20020506,7130,7220,6960,6960,55139600
20020503,7440,7490,7260,7400,55536400
20020502,7740,7740,7530,7590,51904250
20020430,7660,7770,7560,7640,44786600
20020429,7800,7930,7610,7620,53330400
20020426,8140,8230,7990,8000,58324400
20020425,8430,8520,8250,8260,51010950
20020424,8460,8640,8360,8640,39981600
20020423,8200,8560,8110,8540,59891300
20020422,8060,8340,8040,8200,61720950
20020419,8130,8270,7920,7920,61986350
20020418,8000,8170,7950,8130,48786000
20020417,8010,8220,7980,8120,77025600
20020416,7700,7820,7630,7780,42526850
20020415,7440,7760,7440,7700,42666350
20020412,7190,7430,7110,7380,55423400
20020411,7150,7300,7120,7190,71694200
20020410,7380,7390,7110,7120,65180850
20020409,7400,7470,7320,7380,52741000
20020408,7760,7760,7380,7380,77601350
20020404,7980,7980,7730,7780,70796950
20020403,7950,8100,7860,8080,60430150
20020402,7560,7970,7400,7970,78396100
20020401,7500,7690,7410,7480,57467450
20020329,7300,7420,7260,7360,36938400
20020328,7250,7400,7150,7150,39263850
20020327,7000,7310,7000,7270,61410200
20020326,6770,6980,6730,6980,42195650
20020325,7060,7060,6800,6800,54505750
20020322,6900,7140,6790,7010,48599100
20020321,6800,6910,6800,6830,33609950
20020320,7020,7120,6930,6980,43105000
20020319,6660,6980,6660,6980,63006550
20020318,6700,6720,6580,6640,51835500
20020315,6680,6730,6580,6600,71519150
20020314,6890,6900,6580,6880,105786150
20020313,6910,7050,6910,6960,33443400
20020312,6880,7070,6860,7060,39367850
20020311,7000,7040,6870,6970,36137900
20020308,7100,7150,6910,6980,36712400
20020307,7370,7370,7110,7120,24780850
20020306,7220,7360,7150,7260,30956200
20020305,7270,7280,7120,7220,48117850
20020304,7010,7260,7000,7000,60951400
20020228,7000,7010,6860,6860,43079900
20020227,6660,7000,6660,7000,45878300
20020226,6820,6880,6660,6740,34058200
20020225,6610,6730,6530,6640,33956300
20020222,6550,6680,6530,6670,47120400
20020221,6860,6890,6540,6760,51598000
20020220,6700,6870,6700,6800,34980050
20020219,6900,7040,6790,6850,36274950
20020218,6820,6910,6780,6860,35699050
20020215,6940,7000,6810,6830,42861950
20020214,6740,7100,6630,7100,98368250
20020208,6320,6420,6220,6420,34109400
20020207,6300,6460,6240,6300,36975800
20020206,6400,6480,6360,6380,31848250
20020205,6200,6490,6140,6460,48678050
20020204,6200,6330,6180,6240,23808550
20020201,6200,6320,6090,6180,35640650
20020131,6160,6210,6010,6010,36733200
20020130,6010,6180,6010,6060,39581350
20020129,6370,6450,6290,6300,32143850
20020128,6580,6580,6350,6370,33736300
20020125,6330,6570,6260,6460,56877300
20020124,6220,6370,6180,6200,38415500
20020123,5800,6190,5780,6160,39900700
20020122,5840,6050,5840,6000,32895600
20020121,5800,5840,5720,5820,41267350
20020118,6010,6040,5880,5920,44261600
20020117,5900,6060,5860,6000,55607000
20020116,6150,6250,6030,6030,60330700
20020115,6430,6460,6160,6240,68875400
20020114,6050,6600,6040,6600,48901300
20020111,6240,6350,6040,6120,47684350
20020110,6360,6420,6160,6160,54849300
20020109,6210,6450,6190,6450,45120050
20020108,6390,6390,6190,6230,38007100
20020107,6260,6430,6170,6360,51456600
20020104,6380,6410,6290,6380,50474100
20020103,6100,6190,6020,6040,44281800
20020102,5660,6160,5620,6160,57103950
20011228,5600,5620,5510,5580,38481900
20011227,5200,5420,5180,5400,40356000
20011226,5130,5190,5080,5160,21748450
20011224,5050,5160,5010,5050,20431250
20011221,5100,5190,5000,5030,41650450
20011220,5200,5410,5110,5300,32439500
20011219,5310,5350,5250,5280,30870650
20011218,5080,5390,5080,5210,56728200
20011217,5010,5150,4920,5010,41257650
20011214,5110,5230,5090,5100,46510600
20011213,5400,5430,5220,5300,63766150
20011212,5160,5420,5030,5400,53896550
20011211,5040,5190,4970,5170,52626550
20011210,5580,5580,5170,5200,65281500
20011207,5400,5730,5330,5670,58709350
20011206,5560,5860,5350,5500,114632050
20011205,4760,5290,4740,5290,115131900
20011204,4530,4610,4440,4600,32742500
20011203,4430,4500,4290,4490,32863750
20011130,4460,4460,4330,4360,31231700
20011129,4290,4490,4170,4200,53268400
20011128,4540,4600,4350,4380,29704850
20011127,4640,4660,4570,4620,41962900
20011126,4470,4620,4470,4600,37993800
20011123,4340,4450,4300,4440,27370000
20011122,4230,4320,4160,4320,17597850
20011121,4160,4300,4150,4220,33433800
20011120,4400,4460,4270,4270,37696850
20011119,4100,4400,4100,4370,39315500
20011116,4160,4190,4070,4180,35796900
20011115,4210,4290,4150,4190,36277400
20011114,4100,4300,4060,4300,75030450
20011113,3920,4000,3900,4000,30012850
20011112,4010,4050,3930,4000,23501050
20011109,3900,4010,3860,3970,65437800
20011108,3810,3870,3800,3860,37603600
20011107,3820,3830,3770,3810,44269800
20011106,3780,3830,3760,3800,53012750
20011105,3670,3700,3620,3700,30182650
20011102,3630,3670,3630,3660,37924850
20011101,3540,3630,3480,3580,34297250
20011031,3410,3480,3410,3470,28982400
20011030,3540,3580,3470,3480,33827200
20011029,3660,3700,3610,3680,25484600
20011026,3660,3690,3580,3620,47823350
20011025,3700,3700,3620,3660,27613950
20011024,3560,3710,3550,3710,56117050
20011023,3500,3530,3450,3480,39580050
20011022,3460,3470,3330,3390,18732550
20011019,3300,3410,3260,3400,41555000
20011018,3230,3260,3170,3260,21853850
20011017,3260,3300,3230,3280,28596300
20011016,3160,3230,3160,3180,15620850
20011015,3200,3240,3180,3200,17427500
20011012,3320,3340,3250,3260,47269250
20011011,3080,3200,3070,3180,58171950
20011010,2990,3010,2960,2980,16855950
20011009,2960,3060,2960,3030,39632850
20011008,2940,2960,2890,2920,19937350
20011005,2920,2970,2870,2950,40039150
20011004,3000,3000,2860,2910,64928600
20010928,2880,2900,2780,2800,47285750
20010927,2760,2810,2680,2810,36500500
20010926,2820,2870,2790,2830,33278500
20010925,3060,3070,2860,2860,42069050
20010924,2810,2960,2810,2960,56980750
20010921,2900,2940,2790,2850,65418150
20010920,3200,3200,3030,3080,61383600
20010919,3300,3340,3260,3280,21559000
20010918,3390,3400,3300,3350,24872200
20010917,3300,3360,3240,3280,28452650
20010914,3440,3450,3290,3390,33179300
20010913,3360,3460,3320,3430,59748950
20010912,3200,3460,3200,3230,84972300
20010911,3800,3850,3720,3740,15810000
20010910,3770,3830,3730,3830,14003600
20010907,3760,3820,3690,3820,22839900
20010906,3800,3850,3760,3770,17494100
20010905,3840,3850,3750,3790,21022150
20010904,3760,3940,3750,3930,18778000
20010903,3810,3820,3750,3760,10451000
20010831,3860,3880,3750,3800,25848000
20010830,3840,3940,3840,3920,12588850
20010829,3900,3970,3860,3930,19139350
20010828,4000,4000,3930,3940,20536650
20010827,3960,4020,3920,3980,37955400
20010824,3840,3880,3780,3840,7517750
20010823,3870,3910,3800,3850,14947700
20010822,3630,3850,3630,3850,21772450
20010821,3820,3850,3700,3720,21736250
20010820,3800,3830,3780,3800,9438550
20010817,3900,3960,3870,3920,17747650
20010816,3840,3900,3820,3900,18332250
20010814,3900,3960,3870,3950,21220250
20010813,3770,3830,3750,3830,18644900
20010810,3710,3780,3710,3730,11583050
20010809,3690,3730,3660,3660,29170550
20010808,3820,3840,3740,3800,13409000
20010807,3880,3900,3810,3860,22089050
20010806,3930,4000,3900,3980,16130550
20010803,4000,4020,3950,3990,32797050
20010802,4020,4040,3880,3910,31792000
20010801,3830,3990,3810,3960,57879150
20010731,3740,3810,3720,3790,22233200
20010730,3760,3780,3690,3710,20055450
20010727,3730,3790,3690,3710,28802250
20010726,3590,3650,3590,3630,21867100
20010725,3460,3590,3440,3570,20909100
20010724,3400,3510,3400,3470,21483650
20010723,3500,3500,3430,3460,21277700
20010720,3520,3600,3470,3520,29629850
20010719,3330,3540,3310,3540,37325350
20010718,3360,3420,3330,3350,33431300
20010716,3370,3390,3260,3340,27913350
20010713,3640,3640,3360,3400,46560850
20010712,3480,3560,3460,3520,66369650
20010711,3280,3410,3280,3380,37970550
20010710,3440,3490,3390,3400,32667650
20010709,3500,3540,3390,3420,81635450
20010706,3740,3770,3650,3670,38024900
20010705,3940,3950,3860,3860,15551750
20010704,3840,3940,3840,3940,13705550
20010703,3900,3910,3870,3890,20307400
20010702,3840,3880,3810,3860,23284700
20010629,3840,3850,3800,3840,30676850
20010628,3700,3790,3690,3750,27041100
20010627,3790,3800,3700,3720,40985400
20010626,3870,3900,3780,3780,33504700
20010625,3840,3930,3800,3870,25927700
20010622,3940,3940,3820,3870,44687100
20010621,4000,4040,3920,3960,40805000
20010620,4060,4070,3990,4000,38517900
20010619,4100,4170,4080,4110,31279050
20010618,4180,4180,4080,4100,34097400
20010615,4190,4200,4120,4190,40873350
20010614,4270,4310,4200,4230,27843300
20010613,4300,4310,4200,4280,23646050
20010612,4220,4300,4210,4220,24196950
20010611,4330,4380,4280,4280,24681300
20010608,4420,4510,4400,4470,42744450
20010607,4080,4310,4080,4280,39968600
20010605,4140,4240,4040,4060,51520500
20010604,4260,4310,4230,4240,19959700
20010601,4300,4300,4210,4240,29315200
20010531,4320,4340,4190,4240,63596900
20010530,4500,4530,4450,4470,31815650
20010529,4430,4640,4430,4640,24282000
20010528,4420,4480,4380,4450,18483300
20010525,4550,4650,4430,4440,33698700
20010524,4560,4600,4510,4530,30276450
20010523,4600,4760,4580,4700,21890450
20010522,4720,4780,4620,4620,48833250
20010521,4500,4620,4430,4580,28162800
20010518,4380,4420,4340,4410,18919400
20010517,4400,4430,4340,4430,24106650
20010516,4300,4370,4200,4210,25895800
20010515,4410,4450,4290,4340,26421800
20010514,4420,4460,4400,4430,14310100
20010511,4460,4470,4400,4410,27709150
20010510,4500,4560,4440,4500,24624350
20010509,4560,4580,4490,4500,20696050
20010508,4590,4620,4520,4590,16826200
20010507,4500,4630,4480,4600,17947850
20010504,4410,4510,4410,4460,32806350
20010503,4620,4620,4490,4600,25899550
20010502,4700,4700,4540,4580,36513350
20010430,4460,4620,4410,4580,38228550
20010427,4410,4450,4310,4340,21699000
20010426,4600,4600,4450,4470,39211750
20010425,4340,4520,4320,4520,26347450
20010424,4410,4420,4330,4400,31189600
20010423,4490,4610,4470,4540,31786050
20010420,4720,4780,4490,4490,44908800
20010419,4620,4920,4580,4700,131306400
20010418,4110,4280,4070,4280,47793950
20010417,3920,4020,3850,3970,16817950
20010416,4060,4080,3940,3940,10204850
20010413,4100,4150,4030,4060,38840550
20010412,3940,4090,3900,4010,73663300
20010411,3780,3800,3720,3720,44517550
20010410,3710,3740,3610,3640,39179500
20010409,3790,3810,3710,3710,25840450
20010406,3960,3960,3780,3840,85291850
20010404,3700,3740,3630,3660,62281550
20010403,3810,3870,3790,3800,46074700
20010402,4040,4100,3960,3990,39142150
20010330,4110,4170,4040,4160,30103850
20010329,4090,4180,4040,4090,29921100
20010328,4260,4260,4150,4150,26078350
20010327,4300,4310,4120,4150,31347500
20010326,4400,4430,4340,4340,42874400
20010323,4090,4370,4080,4300,91757400
20010322,3980,3990,3920,3980,37466850
20010321,3720,3900,3700,3870,40550200
20010320,3900,3920,3820,3820,21459750
20010319,3810,3880,3770,3800,24869350
20010316,3880,3920,3830,3890,23317800
20010315,3790,3930,3760,3920,29370500
20010314,3790,3910,3780,3900,39286250
20010313,3570,3650,3540,3640,33815650
20010312,3700,3760,3650,3670,38610550
20010309,3940,3940,3820,3840,30804750
20010308,3950,4010,3910,4010,31364800
20010307,3960,4010,3900,4000,52643750
20010306,3820,3850,3760,3800,25504100
20010305,3530,3720,3530,3720,24622800
20010302,3700,3700,3580,3610,44503100
20010228,3700,3780,3700,3740,28717250
20010227,3840,3940,3790,3790,38699100
